X2011_92926_H133A2_22883_DU09.06S07628.CEL	X2011_92937_H133A2_22884_DU09.06S06256.CEL	X2011_92946_H133A2_22885_DU09.06S06678.CEL	X2011_92938_H133A2_22886_DU09.06S06855.CEL	X2011_92962_H133A2_22887_DU09.06S07004.CEL	X2011_92956_H133A2_22888_DU09.06S07428.CEL	X2011_92954_H133A2_22889_DU09.06S13443.CEL	X2011_92951_H133A2_22890_DU09.06S13955.CEL	X2011_92996_H133A2_22891_DU09.06S13209.CEL	X2011_92958_H133A2_22892_DU09.06S13164.CEL	X2011_92934_H133A2_22893_DU09.06S13060.CEL	X2011_92971_H133A2_22894_DU09.06S12923.CEL	X2011_92975_H133A2_22895_DU09.06S15133.CEL	X2011_92989_H133A2_22896_DU09.06S15278.CEL	X2011_92987_H133A2_22897_DU09.06S09455.CEL	X2011_92981_H133A2_22898_DU09.06S15952.CEL	X2011_267095_HG.U133A_2_42021_DU09.06S16033.CEL	X2011_267096_HG.U133A_2_42022_DU09.06S09810.CEL	X2011_267175_HG.U133A_2_41930_DU09.06S10010.CEL	X2011_267097_HG.U133A_2_42023_DU09.06S12293.CEL
201405_s_at	9.27048031739015	9.42241390729934	9.3529476830345	9.37116502785095	9.47448848858573	9.47615866540788	9.53775920397542	9.56150777483894	9.74418430588119	9.56909292362088	9.48819373150274	9.53730182720056	9.53619192873287	9.50323362150194	9.41001872294481	9.40571899312084	9.28995247218414	9.14191713112726	8.96025324567191	8.93382817121788
201406_at	9.76749153827721	9.7550591254152	9.65799387468002	9.49862915013529	9.49367470875256	9.84582342505722	9.61665751971063	9.82693671431671	9.53854506507632	10.0808950095103	9.37121662514505	8.73105033411214	9.45386972695023	9.44814599453036	9.43727624925675	9.28431049446263	8.36578459681768	7.86583331614059	8.70859744201312	8.98492718846845
201406_at.1	9.76749153827721	9.7550591254152	9.65799387468002	9.49862915013529	9.49367470875256	9.84582342505722	9.61665751971063	9.82693671431671	9.53854506507632	10.0808950095103	9.37121662514505	8.73105033411214	9.45386972695023	9.44814599453036	9.43727624925675	9.28431049446263	8.36578459681768	7.86583331614059	8.70859744201312	8.98492718846845
201407_s_at	6.80286404821721	6.72930252477671	7.00293833036611	6.56778602893712	6.73415067219229	7.10822282572202	6.9110906656842	6.84284613703263	7.11282080824682	7.13486227600895	6.67339743600841	6.90151314751007	6.45861540834142	5.9583129577749	6.55973485487181	7.18440208416203	4.38505350509139	5.07892714904443	5.88046805725599	5.12081449708283
201426_s_at	13.9024323137646	13.8111946510329	13.8249289536044	13.8659273512269	13.7341798020588	13.7998809091667	13.8445678259221	13.7357036461959	13.808914982475	13.7337248412892	13.8636187083134	13.7647480978443	13.7656809689816	13.8558575981724	13.8115911334354	13.7522421826602	13.4106412842062	13.2769037348494	13.2813171573757	13.1782803229216
201467_s_at	5.74814522334116	5.44524757836917	5.7563396463114	5.31841252916586	5.53715016367594	5.35671072179084	5.41157450678071	5.10437866430876	4.8483059767522	5.38902187173798	5.26756476890024	5.05501571200074	5.40486782628338	5.97572618775984	5.41979950262422	5.01460352995253	5.7263954690678	5.97476992458185	5.66502674553913	6.22366743593652
201469_s_at	8.20063652402198	7.73953896901848	8.0563065500868	8.10887791426963	7.7288255350183	7.89662874231734	7.87745585900673	7.96347093170995	7.63062244352801	7.85353971674463	8.02846939415482	8.10821139393818	8.10288531584164	8.04671602918396	7.90241968555063	7.68834167297601	7.40471031707827	7.49377848197264	7.58490813011644	7.29141364657386
201470_at	10.0151083352314	10.0449323688408	10.1733731486777	9.81994226037578	10.1391234890785	10.1296552928978	10.1248206405284	10.1169661132743	10.3192017025114	10.0960332852599	9.95071363710925	10.030284967462	9.90521186951625	9.90737944186807	10.0998231036367	9.92028769628687	9.8160556903151	9.71513571259201	9.8153336368269	9.89469726033261
201507_at	7.75650193339074	7.86619534087515	8.13286120786301	8.12776898032017	8.09199401972803	8.14071343594354	7.91758892576768	8.10200128562485	8.0814687543485	8.01395711730621	8.13800077284688	7.88668556981576	8.02389808524446	7.96514456020413	7.83364716116025	8.02471701263249	8.18471590891988	7.9910225608426	8.21860295952983	8.52082442713546
201567_s_at	8.0636879297359	8.09515230897394	8.23809217230884	8.02908102031498	8.17775169025696	8.40037090650945	8.22523912595129	8.25725433919537	8.47845598847999	8.39282458196464	8.27828598735488	8.09105274475914	7.97684277865361	7.80330514605264	8.32490989742537	8.4607446165022	6.83216436317673	6.93551290206566	7.510259340392	7.11527798718691
201572_x_at	8.65778456895871	8.96222752375946	8.94988364726413	8.97316130745582	9.09856509267554	9.11380363204036	9.19512982211407	9.05528178602175	9.16840952152879	9.17171491934873	9.15877037642463	9.10237397292883	9.12394634230473	9.02421252926769	8.9846549905429	9.2233231412115	9.01340090831878	8.69994550447845	8.91785732878577	8.54122681887516
201581_at	10.8109844140169	10.5124997592929	10.6930968023199	10.3936255789873	10.1863959295012	10.7017483881505	10.4636946427324	10.4896865958908	10.4704505009863	10.4190158027764	10.5426377516983	9.82369414068047	10.1288863138482	10.2309792692354	10.589723995032	10.7092541109128	8.62952429135692	9.31704060071364	9.69774418941065	9.43132655222096
201582_at	7.70052993576963	7.88953830093966	7.86998309669152	7.79393959180728	7.87834970253375	8.00927985157816	7.89789516179947	8.01113905372603	8.18937021448926	7.64961897701226	7.97790672711814	8.30268415023232	7.60275946727136	8.07682288719419	8.30613483887731	7.97373823723343	7.34278670636924	7.51405762085993	7.87697037821669	7.43725112857469
201607_at	7.07580544969413	7.20526074665202	7.36356798219018	7.16029185212211	7.19203985697724	7.43348434180454	7.35145539096008	7.33173293553529	7.62592831326893	7.522220739296	7.29571150975015	6.98329143308093	7.1900949474398	7.38766745468414	7.34112841459451	7.32625750944029	6.9464784260258	6.79270998186202	7.04962582788668	6.9136011962425
201608_s_at	8.28495475494733	8.44930290571794	8.51279802480681	8.62289859468633	8.7890011879514	8.64555150796838	8.81551463816519	8.93299724792269	9.08097518863521	8.8606723550252	8.65746001471773	8.55791963991047	8.60442623917651	8.86871338363005	8.82583191503916	8.76336709502759	8.26526814034269	7.91128154382816	8.10907131671588	7.90303126476516
201621_at	6.56736003915049	6.43542846064923	6.41972479722794	6.67560193092777	6.71671860913839	6.30471948080297	6.43120702576271	6.41814283358516	6.62945150332734	6.76329011817956	6.3760507971694	6.70781869688873	6.68899316454443	6.54899916130899	6.52593960527458	6.49645426267234	7.1932639599309	7.28965308379499	7.09073235682893	7.29540743998561
201725_at	10.3838634395187	10.2854391191751	10.5025143207786	10.3527263125802	10.2953750625816	10.3180441227777	10.3971132477646	10.2623373420431	10.2338724685693	10.2859983669091	10.2873425895104	10.0005931232489	10.1914200240396	10.3245758400807	10.3117760984378	10.158412011314	9.43210841065012	9.6019841880795	9.20681874754586	9.32963341558865
201726_at	10.6497679739529	10.8439780632066	10.7689828007557	11.0381472569507	10.9248592598954	10.920242431503	11.023926000848	10.9785696416373	10.8369761142658	10.9553835246913	11.0249248541777	11.3165269451021	10.878415696651	10.8210670521877	10.9197246296008	11.0570469834865	10.2631522309491	10.0781688157792	10.4795507673527	10.0797609332392
201739_at	11.9145957336545	11.4309406203257	11.7971308165075	11.3958165871289	11.2992255778033	11.4750027059158	11.4502159562071	11.0995691253427	11.5819780907978	11.3133978473806	11.3326221181108	10.7801656906371	11.3814760206872	11.2684335134987	11.5595598133068	11.4055201485705	10.1290605289521	10.5555752158806	10.7615144844746	10.2735607713031
201741_x_at	5.73505078658807	5.40938307233254	5.65789008197772	5.6823821030321	5.65824852491981	6.15330231828092	5.89332854678908	5.28880838260531	5.66920601760929	5.54300331395604	5.52563259149251	5.79305932638382	5.42181102623775	5.61288890876403	5.70179041109421	5.91445285376725	5.65553518640252	5.64045902464215	5.63103266707637	5.65679145113755
201755_at	7.89332224576464	7.91612113798068	7.74157144592117	7.86408431223662	8.1818130816486	7.47094413499633	7.74840578400985	7.62484968823866	7.81507915188779	7.9061126865968	7.96282939542909	7.99372098183184	7.85401269635378	8.17642519907585	8.05146845377182	7.64972473086686	8.20631598826701	8.27962604546184	8.12967162405169	7.90647923596847
201756_at	8.89806732448454	9.1097655049185	9.41389239267436	9.20771068426945	9.33534959749321	9.4910859308103	9.5421949202809	9.52366570553632	9.63564867894593	9.65250056634201	9.43220969714738	8.85128837514329	9.13458795942331	9.3823175807899	9.27337029840978	9.57671465127054	9.54606024476069	9.54971714416505	9.58473452403544	9.54673013365587
201764_at	7.33027213102278	7.39481821241011	7.30648911926503	7.38343713065845	7.58419498563937	7.57286740636203	7.65471249853725	7.44319415833513	7.72158457352852	7.81591330359358	7.59316293812669	7.46921917460589	7.25211345874628	7.63207634548557	7.58144322553624	7.45172508411479	8.10734852139517	7.97090644371119	7.97017542201162	8.170654218479
201779_s_at	11.5939686894009	11.4872310535604	11.6499434193078	11.4290583461021	11.4315214696273	11.4434703499812	11.5101211142958	11.3254198945611	11.8418694350096	11.4852302784331	11.3850781640575	11.121944746427	11.1607667987044	11.2950837481056	11.5302084371128	11.221863774399	10.6311406628867	10.9320193189012	10.8996270731557	10.8503202939707
201783_s_at	10.3299420342066	10.3313278890685	10.329773779154	10.4244205116897	10.3654180747195	10.3112646552357	10.3469143901275	10.3480406665005	10.0643381743507	10.1422427572295	10.3522683738259	10.9013551411922	10.5278369200153	10.4495791748783	10.3378884315065	10.200949798141	10.3846564771192	10.0596032507928	9.98420838298399	10.0846586824154
201806_s_at	7.30595766758791	7.06596996784987	6.62162193165613	7.30197705106344	6.95265260168412	6.86879115865872	6.75953098779276	7.02637215594222	6.68476108759111	6.89801434522637	7.13111736157755	7.28945351106432	7.13378761728944	7.15467231765596	7.0285519497344	6.71787193614886	7.46244811471969	7.47922279106621	7.29804651038228	7.77340905795914
201813_s_at	9.48789410812957	9.65813256635829	9.52016814264057	9.80886225817168	9.76350903477033	9.5829088566051	9.70617590931784	9.69769773845389	9.63960717264382	9.49256106622448	9.71879009728913	9.61994690611413	9.99613547234563	9.84824590679195	9.70535781244734	9.70998863126969	9.91713955304656	9.68591590975581	9.36558124005201	9.46541087186039
201835_s_at	8.33484632014459	8.05239784240725	8.12773367351186	8.12089905314488	8.09715997099327	7.95410649237299	8.07999279094281	8.13022146410563	7.99908531743916	7.86907544620339	8.01166023920244	7.69622132269968	8.23665453454278	8.43161924641636	8.01278386411686	8.03388684909169	7.18611876317872	6.90024515186929	6.79752500515813	6.5674914242048
201843_s_at	3.39500772515418	3.27407352446047	3.23783571317617	3.16340824842527	3.24356040673755	3.25583524981567	3.23447550141181	3.26147526139987	3.58588934424355	3.0230531963824	3.40621079943852	3.33013485936618	3.11954531825228	3.2086899895981	3.20906719013721	3.22088339787112	3.60581136415317	3.5385713362667	3.40356623433848	3.53712993438432
201844_s_at	10.5028039357305	10.7588354182015	10.3473832843157	10.3672486826836	10.6649255281473	10.2046075908963	10.2559231889228	10.4627982770253	10.203924535259	10.0504616795162	10.3050057548643	10.7987378874775	10.4391373396632	10.7594938688299	10.5866990352331	10.0205535963527	10.497254092808	10.2982591198893	10.3041437227071	10.4631276253803
201874_at	10.232017279352	9.91709255052277	9.69483542468457	9.57218551516231	9.43780783481614	9.48133298266757	9.28916022494222	9.44817802950235	9.31240071980199	9.32148155687201	9.52900096540291	9.29763569143383	9.37021716056513	9.68155395998008	9.73200197138246	9.1495198537663	9.07316968514768	9.39263049945512	9.02647971881591	9.26925276579057
201900_s_at	9.35062083057131	9.53259791835689	9.51422069416869	9.55786423549999	9.68088406640605	9.70692917572021	9.72513298987772	9.72408031888165	9.92083455974935	9.76117543808698	9.69969181916081	10.2010089763919	9.64082920762283	9.54349576668737	9.70188607594802	9.7262545915159	9.75182270891852	9.49970492781455	9.60533490138029	9.45137750296032
201905_s_at	5.62813875260365	5.61951627006089	5.57643324417998	5.63032041295709	5.8638081156169	5.46138726112283	5.94698561216846	5.83711734226713	5.16638418508057	5.71125414987015	5.36749976336415	5.68279314376616	5.67139627581923	5.34790430698419	5.34102073670293	5.52240034955743	6.16561243029995	5.82099807126469	5.43513970581763	6.1757966819108
201928_at	7.81950502569967	7.80997245511951	7.89241390967618	7.85917205395872	7.47262348973255	7.98059005196104	7.93298896374868	7.94201411188157	8.08851366284522	8.10564500619062	8.01202773002484	7.37855450358234	7.70413354904863	8.16597705835834	8.00716302433708	8.1237273540727	7.22045781919841	7.29931831984355	7.56742267374346	7.38929005931357
201936_s_at	6.79955237289845	6.97269396198434	6.91065179460316	6.83862784811448	6.92242699026977	6.95789793330578	7.01959020925136	7.09709248297196	6.73372388108071	6.78299129832209	6.85249558820493	7.41003576966646	6.58864064507381	6.53824679239783	7.02957971818424	6.77479603853615	6.3872166813242	6.15787125651844	6.53620500812804	6.25505712063058
201943_s_at	10.0137116381134	9.70864225601387	9.84949538348525	9.53386634544876	9.4198246129536	9.52439027495581	9.62582796092177	9.41498014109171	9.10015238065229	9.06574038217268	9.3697361643907	8.58989637742208	9.19423056551642	9.24149278313366	9.55115369522628	9.30431069439117	8.09048210951291	8.59304852151674	8.68509463808873	8.75309883179584
201944_at	10.349142028349	10.504448478091	10.5483529169524	10.313838432219	10.3304174162749	10.5351857962384	10.2625400280012	10.1562430872712	10.6976485750088	10.3957651350217	10.4372901558618	10.6333931617498	10.1892951592505	10.2964714050642	10.3036773249384	10.447432338218	9.40834535583861	9.60673678111619	10.0208121623035	9.48866510902156
201960_s_at	10.5507671449919	11.1273084961292	10.7747962331217	11.076317253542	10.9613650135605	11.0038988572081	10.9527888509815	11.1231535777126	11.1234257934828	10.9010224264334	11.1143008383177	11.2719310083326	11.1087305789712	11.0482426722542	11.1234322886319	11.2621485256475	10.7465951518096	10.5876107119046	10.7323099812118	10.4535171998396
201967_at	9.48365074037449	9.76872868419	9.57947235131908	9.965314212546	9.85535877385964	9.63967840937204	9.75962791673764	9.71774917869602	9.75652384631161	9.7581550522922	9.69574116290167	9.80964029790394	10.0348341464701	9.8879603586444	9.96933011899126	9.62778044103574	9.58008095193571	9.44303209054043	9.68050813841392	9.1767804592656
201976_s_at	4.1547984551727	4.65647375306348	4.30787290789706	4.51870767352505	4.60602884154665	4.28392503657577	4.29964395767664	4.22686760655241	4.19369580235221	4.05677734576894	4.21245177769768	4.40319175799594	4.48109235769967	4.41217934895292	4.42386224040062	4.1564311788956	4.55904050757757	4.66527376152325	4.38499025389601	4.54336969156374
201991_s_at	10.5145162628086	10.5424743574336	10.5086758025128	10.5506066020485	10.4931785805098	10.54307760803	10.435391840012	10.5515131745535	10.5691743118884	10.4613114414508	10.6121911729103	10.41287257181	10.257186601537	10.2925979475042	10.3450892813149	10.4341458693011	9.70377571732066	9.75364213985476	9.90475226740692	9.52546275589514
201994_at	9.89998677971269	9.83521030179138	10.0883056339949	9.8941280735757	10.089101437394	10.2689595912451	10.2468196299951	10.2702049738528	10.37109805298	10.3142112939583	10.10436988333	9.94466660058313	9.75993203552096	9.74189864643945	10.1119326821617	10.32283613746	8.94969696606131	9.00565602473377	9.91588589559989	9.16583091219509
202002_at	6.8504151794556	6.5488458040169	6.47765942608839	6.42993111074681	5.99941482493421	6.48481997587467	6.53795696985234	6.27660586401437	6.28448581722419	6.43845922788845	5.98120701382835	6.13603611476197	6.73353621392828	6.67798818369496	6.08119323010031	6.68775122378801	6.51816649791216	6.67805614683902	6.19783491267497	6.84780461446881
