X2011_92937_H133A2_22884_DU09.06S06256.CEL	X2011_93001_H133A2_22820_DU09.06S07844.CEL	X2011_93002_H133A2_22836_DU09.06S07954.CEL	X2011_93003_H133A2_22868_DU09.06S07865.CEL	X2011_93004_H133A2_22852_DU09.06S07948.CEL	X2011_93015_H133A2_22916_DU09.06S06250.CEL	X2011_93080_H133A2_22964_DU09.06S07853.CEL	X2011_93081_H133A2_22900_DU09.06S07847.CEL	X2011_93082_H133A2_22932_DU09.06S07859.CEL	X2011_93083_H133A2_22948_DU09.06S07862.CEL	X2011_93092_H133A2_23044_DU09.06S06232.CEL	X2011_93093_H133A2_23012_DU09.06S06235.CEL	X2011_93162_H133A2_22980_DU09.06S07850.CEL	X2011_93163_H133A2_22996_DU09.06S07957.CEL	X2011_93177_H133A2_23076_DU09.06S06231.CEL	X2011_93178_H133A2_23092_DU09.06S06247.CEL	X2011_93179_H133A2_23060_DU09.06S06253.CEL	X2011_93241_H133A2_23124_DU09.06S07856.CEL	X2011_93242_H133A2_23108_DU09.06S06222.CEL	X2011_93303_H133A2_23140_DU09.06S06219.CEL	X2011_93304_H133A2_23188_DU09.06S07945.CEL	X2011_93305_H133A2_23172_DU09.06S06228.CEL	X2011_93306_H133A2_23156_DU09.06S06225.CEL
201223_s_at	9.90027917061723	9.27338417405471	9.87279285624325	9.09641902969529	9.72661361474291	9.50352474470852	9.47650030192956	9.99587306605639	9.62250746973417	9.26484567989394	9.18310481834324	9.64456128628576	9.33824914745957	9.71405603084079	9.70093306487384	9.27481776665343	9.43760243077953	9.71189692704966	8.95685600154436	9.40139521944244	9.47303804052194	9.83471867009361	9.46409769856088
201233_at	8.22265113546342	8.07563797054038	8.4079407885697	8.00291797460946	7.74887136806248	8.07329673973977	8.1865725849566	8.14586552856521	8.06191326244251	8.1856631471173	8.02033617519065	7.92161919756236	8.23339324320941	7.83785343691077	7.85950699800886	7.95034411747151	8.09980245994931	7.95620327787568	8.25974414874111	7.90677588579056	7.87825522963884	7.89832976273127	8.06653571167915
201282_at	8.78373011419925	9.08020641703321	8.91510921730255	9.15192979624395	9.09135512433273	9.37852717865287	9.3262210629567	9.20101323204782	9.3366021501702	9.5872566982119	9.37332449427086	9.12666808618801	9.08407940773935	8.65506253585325	8.96219592970904	9.36005695408924	9.24527050126804	9.27452491208782	9.33516435368097	9.3606012063807	9.75755481180915	9.28369640513868	9.50489610642251
201291_s_at	4.13032533369863	4.26800821853244	5.1678176695992	4.00016512591551	3.55244136350565	4.33008427451054	3.80648493424888	3.9494318245674	3.8483899841536	4.17794142019458	4.25187581706003	4.21381603938376	4.15505145519246	3.61504263003158	4.04925245420763	4.01947632955535	3.68024370599088	4.19841462892215	4.22294542108985	4.71612722625796	3.77166346947593	5.24952707040764	3.92276551178143
201323_at	6.86874497537638	6.68462171901019	6.82909119749118	6.8549025139297	6.79379536326358	6.65058632417501	6.93890526085625	7.22249388832284	6.72975366085808	6.68268812755925	6.30180372586956	6.83868191972157	7.16791939345608	6.6440876215406	6.78303171338244	6.78470077355387	6.84728386144536	6.83626202976831	7.03429580587712	6.45805703396751	6.61156565378858	7.03707586384994	6.89762894648658
201323_at.1	6.86874497537638	6.68462171901019	6.82909119749118	6.8549025139297	6.79379536326358	6.65058632417501	6.93890526085625	7.22249388832284	6.72975366085808	6.68268812755925	6.30180372586956	6.83868191972157	7.16791939345608	6.6440876215406	6.78303171338244	6.78470077355387	6.84728386144536	6.83626202976831	7.03429580587712	6.45805703396751	6.61156565378858	7.03707586384994	6.89762894648658
201337_s_at	9.69863757165738	9.60364818867864	9.88811082693803	9.11306237368233	7.71985395162067	9.35394715491218	9.33550197343299	8.79033514787744	9.66658320036481	9.35158473412455	9.17049402225123	9.0631545280375	9.46397883011522	9.38265049140212	9.75905034874086	9.27415530175014	9.18199124397249	9.36353888213825	9.19078542486803	9.49091747984501	9.30582307496657	8.14851144725363	8.93932788566509
201338_x_at	11.0837878875579	11.3478731874426	10.8446443930828	11.5853957794666	11.2533116760893	10.9456874190544	11.3298742126383	11.458433285869	10.9507008209021	10.9108530458089	11.2141558787478	11.1239122890376	11.2791720058574	11.3274385336071	11.4650364789043	11.2162666975558	11.5105854109302	11.4042700015273	11.4025881902565	11.3725920525214	11.5799394837902	11.5301194448745	11.4294760285663
201348_at	6.9524192733741	6.09734020216027	6.0708301457533	6.86157497732961	6.39503827600832	7.2025293573437	6.76879094931991	6.49701782772406	6.61231200676783	7.27232732459995	6.91971863903984	7.13680897473456	5.92175548018948	6.90499327814563	6.39383358785357	6.75969159923515	6.69962156760201	7.41529184031855	6.95356233580018	6.7293793912018	7.1864616186139	7.16706849442057	7.41478234950712
201366_at	10.5582264134871	10.2307913554825	10.1679259833059	10.2500610791385	10.216464039724	10.3944281910579	10.2064208906731	10.6298548669739	10.2278785653917	10.0454244060376	10.2837853553218	10.2205600234627	10.3949036707899	10.2754179857432	10.1085613432749	10.2227508377915	10.2913860337204	10.1290758802457	10.1392055964221	10.0416442223191	10.267664429574	10.1903203719166	10.2038919041379
201383_s_at	9.71783646388953	9.75316377302772	9.75145547308144	9.36771329154678	8.8348675651463	9.52012010699232	9.53783037794028	9.05602099409476	9.61355639257965	9.6486473369484	9.20684186460121	9.29356608766137	9.68952726052433	9.65886835825081	9.4521464012199	9.47052693013457	9.51026923589196	9.53812919937396	9.5945002387682	9.37932088362433	9.31922050146822	8.99885862888476	9.09359591383333
201398_s_at	10.3837608656881	10.1645874283098	10.4402330518096	10.8135498207387	10.381340645185	9.96585920164368	10.2506200352264	11.0913921152995	9.86089827521583	9.28958205352697	9.8855093752082	9.59517069611854	9.86970031179802	10.0491302196218	10.7326170258867	10.247633879703	10.4303522691853	10.5036869786886	10.1074905059101	10.8224319702553	10.7601390715826	11.1032579705195	10.7410316117492
201405_s_at	9.42241390729934	9.53153256461844	9.35547962021185	9.58797552570772	9.41624344129856	9.47624032311121	9.36283819208586	9.60198202844702	9.39733909768921	9.46773035340673	9.39778691114668	9.38691711735067	9.70448781908115	9.30609798334767	9.48544607474502	9.56007991927012	9.71179522694766	9.53422965386218	9.68504677601478	9.25304465980493	9.24834260935322	9.35546688669138	9.56474748831803
201406_at	9.7550591254152	9.96420359938899	9.43542771926491	9.59384707654308	9.4365060903335	8.88930395022068	9.09527648813057	7.904234219628	8.26716155777579	8.00599230672565	9.21152236811933	8.57076235618739	9.7535035453724	9.47095494659453	9.28499795833202	8.81147143914191	9.4058604547817	9.46950345966506	9.48693893728391	7.73731706398007	6.97590230580428	8.12948862711677	8.37317815180312
201406_at.1	9.7550591254152	9.96420359938899	9.43542771926491	9.59384707654308	9.4365060903335	8.88930395022068	9.09527648813057	7.904234219628	8.26716155777579	8.00599230672565	9.21152236811933	8.57076235618739	9.7535035453724	9.47095494659453	9.28499795833202	8.81147143914191	9.4058604547817	9.46950345966506	9.48693893728391	7.73731706398007	6.97590230580428	8.12948862711677	8.37317815180312
201407_s_at	6.72930252477671	6.27679653947401	6.21778794360376	6.32308568544749	6.12324459189482	6.3070845961301	6.22884412721676	7.25605368728139	6.16582231518551	5.89002323955017	5.52934030111229	6.0001035643512	5.87480914200863	6.69283423590413	7.18502627133855	6.41323235232029	6.54356405193504	6.55619770873635	5.73484665601582	5.93894069633868	6.09350115330359	6.5662164878647	6.13734710870773
201426_s_at	13.8111946510329	13.6740041519363	13.6094463571102	13.7029497871551	13.5468471367628	13.7595996336198	13.7201359633478	13.9023348532799	13.7546497960646	13.9677869127361	13.6980115054178	13.7092489995034	13.7607154238928	13.6817006037879	13.6634516960666	13.8047519461974	13.739868602431	13.8164520399623	13.8163877307208	13.9959014418772	13.9193684721374	13.7763771440843	13.8471195425632
201467_s_at	5.44524757836917	5.82115247927797	5.60899452931103	5.49551698850182	5.44846740779	5.40822791861686	5.14047566584767	5.22744013285296	5.26987406388902	5.54721281867082	5.40449036641745	5.01281030878871	5.26133369125622	5.22547925130814	5.08932649680193	5.29044105042834	5.1542929423819	5.71718509591525	5.62300292445012	5.3994976266309	5.00056810076038	5.30159619207998	5.23865714665447
201469_s_at	7.73953896901848	8.01090357606049	8.09664272535897	8.08721830478979	7.30440607843095	7.97497801110319	8.16592027948087	7.6940520003105	8.23418990473737	8.18474783206211	7.82100929680981	7.69150796919395	8.0208717128886	7.70716991764297	7.9895723670624	8.05855452738644	8.11757788145856	8.05522547248726	8.16921709437683	8.00638688020786	8.3026483226615	7.51998076673885	8.08495179257539
201470_at	10.0449323688408	9.9180032614134	10.5699435052619	10.2125217095619	9.85685860679385	9.99290045860529	9.93655057391138	10.1055246582096	10.0592305148786	9.74969128916696	9.91236942760212	9.778692097608	10.1200700357583	9.93359111101151	10.5373030715696	9.96942137126467	10.1452542497277	10.0246710958409	10.0771471905128	9.69505993050214	9.31206423511843	10.2019939478396	9.6967568395488
201507_at	7.86619534087515	8.01860015191194	7.98518599434439	8.17508754276174	8.10323385883929	7.6515335964232	7.59814268326	8.16338976864484	7.85174089172598	7.80361333674103	7.8352810062076	7.60887759104248	8.11433104820482	8.00112842445603	8.02363040680035	8.07583600493396	8.16663526446714	8.25785205419415	8.13470403353417	8.24679253770509	8.05673448241554	8.01176311064525	7.77847084436322
201567_s_at	8.09515230897394	8.04760830120885	8.04072623141672	8.5278478245445	7.82956972426629	7.95909036700076	7.88938944374757	8.39698720182028	7.91855151157804	7.60973158485822	7.80662062741802	7.98549049312364	8.18043406669541	7.993781440941	8.04560371238928	7.79060879369251	7.98651042397036	7.85879310906239	8.02625596432345	7.45968446751163	7.71990638243863	7.8844370898256	7.79563415069865
201572_x_at	8.96222752375946	8.92170942824139	8.76020915488037	8.9289228407244	9.17366858094097	8.68289471596827	8.94263955030389	9.2769948999616	8.86242703292312	8.97304550546022	8.5947960460995	8.82152665813032	9.0154112320956	8.88124038240569	8.84305338342996	9.01100623895931	9.01520692946559	8.8170547614903	8.97170238514563	8.98371668410979	9.13835105291913	9.17306815199845	9.04677253156608
201581_at	10.5124997592929	10.6205042649467	10.1809036347517	10.5331861015958	10.2804729166677	10.1749268397305	10.2466756844818	10.611459053488	10.4146152682489	10.012327278207	9.72960282198702	9.71954162577938	10.4362561771716	10.2860927930762	10.1483193489595	10.1704390974282	10.2163720078719	10.3985847082882	10.4232677353356	10.5857614058104	10.0593389231988	10.3531411805524	10.10154023833
201582_at	7.88953830093966	7.6107816422993	8.09913718925008	6.88164516505024	7.81467341857338	7.91033547846611	7.85790776980399	8.19056427715207	8.07448802800333	7.88689137894021	7.06711622392063	8.0477470571656	7.94385538646558	7.93687942398414	7.77048013322522	7.87175396886985	7.61121591812795	8.1013692387762	7.80164595902441	7.9299569125229	7.79872694437799	8.02630185908252	8.17039988140928
201607_at	7.20526074665202	7.052515939697	7.09962816986674	6.89122661229171	7.22811454861425	6.84741060502276	7.29933896384981	7.45087184234247	7.00928608392642	6.92466057544111	7.08719920182767	7.23978757347765	7.47609069864119	7.26336530708088	7.27799172773357	7.40504073668677	7.13096438204054	7.02344441295264	7.25785135292954	6.70431386080163	6.92703874652173	7.09860227463739	7.10047690792908
201608_s_at	8.44930290571794	9.00127361922579	8.75574952917546	9.02242726302793	8.8716089734878	8.40444514420159	8.76646854074855	8.8604294924067	8.4752322502456	8.56659346823067	8.27808754288663	8.43445672980024	9.06956126269321	8.91026508652753	8.49510286600336	8.57862305935763	8.87812171616491	8.76979448304091	8.85305163525526	8.26364513924852	8.45235154361998	8.34644482132112	8.58471942299348
201621_at	6.43542846064923	6.71518897045875	6.18718409897467	6.76489347895857	6.7109888300815	6.11713797667286	6.55454448741815	6.70120465614444	6.56631560255994	6.31639707986036	6.97979551213371	6.68170676423505	6.0750621333621	6.06372750811352	6.23662992823856	6.67496901160724	6.29534351636729	6.23024067371587	6.2840978460272	6.52614566305681	6.82168407279579	6.43235664172318	6.9537579960572
201725_at	10.2854391191751	10.2222780077966	10.200136028219	9.78610088803114	9.73814507869373	10.0975350628094	10.263376370663	10.1844114324954	10.0512452858349	10.1844430544317	9.96545067074886	10.2855648764426	10.2637601120613	10.4997590192504	10.3605219590712	10.2804876957477	10.483322680886	10.4299419364468	10.1148647457331	10.1144505958984	10.2025176346668	9.8669392249716	10.0986238653016
201726_at	10.8439780632066	10.8500139916248	10.7636353214654	10.8627241757372	11.1424616400267	10.9507080277459	10.9501316124457	11.1244079919878	11.0622910794571	11.1044152001117	10.5323244628917	10.8650176215471	10.9410014013929	10.6390286592276	10.7443839905257	10.9570701960046	10.997399893168	10.9343483855285	11.2196375442523	10.8258058759502	10.9637042527363	10.8292574048552	10.9898736132826
201739_at	11.4309406203257	11.1342808447762	10.5063450824995	10.9091271483313	11.3048099871374	11.2560724841189	11.2910940476846	11.3980672149331	11.0535034752947	11.240701618553	11.178619078644	11.4501208340427	11.1838086262874	10.9691950971649	11.2751313500937	11.1853461922711	11.0947742224365	11.4636251807478	11.0220915625496	11.3845459941948	11.4361486288897	11.5738722052699	11.2072847903838
201741_x_at	5.40938307233254	5.56907695809719	5.55372853366774	6.11975658549141	5.15954965343006	5.9019368002355	5.50920681696907	5.44658082939927	5.54102642663704	5.42217505737612	5.73655180326538	5.82076852713253	5.61069122699164	5.71008250019679	5.46504970018889	5.58178980417176	5.45106593237642	5.43294831802294	5.48685783655022	5.6052273950871	5.29635178084748	5.174243396817	5.72630739860022
201755_at	7.91612113798068	8.03103080077871	8.02493446718754	7.72303536927796	8.11697259846404	8.06846801001246	7.88248951568224	7.72491501672976	7.93076484976639	8.21911611171117	8.06146045244934	7.64548654560935	8.04851234348645	7.63396057006801	8.0630388820797	8.07496226229693	8.41999909444255	8.16132495555611	8.34242231022595	8.42659125616603	8.41800209279496	8.36179670421212	8.14685198269786
201756_at	9.1097655049185	9.1668107998138	9.05186134936795	9.23762047947059	9.37226289585346	9.23320097681713	9.55472765858687	9.72453965561201	9.44426895094488	8.89078790399748	8.59886670869776	9.49600428586022	9.32723214582257	9.19080327617696	9.30707510934194	9.53355799638731	9.21436489915292	9.32749658954863	9.50025221803384	8.88624931800705	8.91729579295623	9.07424430624785	9.32307193754675
201764_at	7.39481821241011	7.60987475147936	7.52555135271037	8.03312055314112	7.72603059661341	7.47907974191053	7.67177077196313	7.49818462941879	7.46378066271901	7.36524520870191	7.51168645862401	7.41989824684211	7.60836774189077	7.48847784185011	7.48234645200369	7.63093670292611	7.88670200762473	7.53039630391493	7.7974924242947	7.80969687035603	7.20526031150703	7.94434635206852	7.82547885889904
201779_s_at	11.4872310535604	10.8621348069484	11.696769575283	11.1444555380964	10.5215007565237	10.7997761652406	10.9092985268638	11.1583349745919	10.8640544621926	10.4799023185847	10.7603931241803	11.0506112645516	10.8241991458932	11.4253435470839	10.8809102811234	10.5031856103475	10.5699830367808	10.8527200237782	10.513022941917	10.6730167425348	10.5621218238078	10.5244477929021	9.88775720158021
201783_s_at	10.3313278890685	10.3718107541757	10.2437989493922	10.3838961402593	10.579625335915	10.453446695742	10.2957318525847	10.3718631824372	10.5237859453477	10.6925070062953	10.3730617949208	10.3531054456453	10.4184702488985	10.2629402624287	10.1995810443853	10.4280354673598	10.5231357694464	10.4058168470837	10.4849696872487	10.4734582845606	10.7192138180704	10.7576872659866	10.8258467511284
201806_s_at	7.06596996784987	7.00238211129084	6.92091566237226	6.99417391046649	7.2569903500387	7.10117336844965	6.78592861398477	6.9347038410587	7.01925339416645	7.22838097144083	7.37961865231604	7.09208375555044	7.01727827129056	6.76220610859592	6.90910411659872	7.17516153013419	7.2381179032481	7.15097074669831	7.2897046951837	7.15187603435828	7.45246103145454	7.23746240032847	7.31070442112901
201813_s_at	9.65813256635829	9.73423714613804	9.72622437356251	9.67589975134823	9.442042137667	9.97951267861264	9.63689650719517	9.46345787624269	9.84528220753268	10.1944831145292	9.73102715600878	9.7591641464813	9.87961293070346	9.54998434143212	9.3718092501001	9.76076198404519	9.94874926394724	9.51492231227295	9.63085578089452	9.73281612243471	10.1260652062929	9.46052240419188	9.88000083064985
201835_s_at	8.05239784240725	8.82472556410788	8.33678423809406	7.67996096039399	6.99164756824044	8.0036355329719	8.20167563659071	7.3733327761942	8.12068667587985	8.16809955546797	7.84535438379291	7.94865009924065	8.08180974190755	8.03619007322974	7.90163606451868	8.37847041475035	8.11734862312989	7.96084986348566	8.48515049246549	8.38616284239558	8.26121244557863	7.07033724193121	7.99363642040809
201843_s_at	3.27407352446047	3.06964053911751	3.45801304591512	3.29041477600098	3.2086647599312	3.38476108134925	3.41247319708925	3.12383244923914	3.21302817694583	3.28051620886082	3.5400532967177	3.2886190596691	3.2094776877719	3.27303917242914	3.47362111724193	3.28806238657661	3.31409292345219	3.51861126556161	3.28449125149612	3.37573015611524	3.30174718111411	3.22462220489768	3.53795345940966
201844_s_at	10.7588354182015	11.0740427542153	10.8911867469868	10.64409105424	11.5645547283593	11.1977286205925	11.3077565140173	10.6999866840649	11.508902299096	11.343987227273	10.4121193347552	11.0573279681594	11.3266741231689	10.9494212761614	10.5533169957799	10.4670455708335	11.0198348804685	10.8662442219721	10.8310736962892	11.5336384534634	10.0351997103299	10.9989831457962	9.70420511273438
201874_at	9.91709255052277	9.41469440623097	9.18463647847324	9.12002100908169	9.31371379084755	8.84368809447722	9.47863518679902	9.51688793914765	9.63961338804261	9.90115840614516	9.29754848485981	9.20288621092788	9.24521383277711	9.66564619746694	9.74462026214922	9.61158216976326	10.0883007893471	9.6355969312842	9.63062596343332	10.2485513538868	8.91427540686054	8.438697771877	8.72663703900005
201900_s_at	9.53259791835689	9.4437286194512	9.86814150523008	9.60427869482855	9.37633884320359	9.61947069880407	9.4767390531428	9.80170253238325	9.59274255781989	9.66305878372281	9.50161006610437	9.34872977803045	9.67087525690469	9.46296103533701	9.75199295484041	9.81265672196054	9.85307884634436	9.63679081581943	9.62194821577283	9.60267197989862	9.46516442887149	9.65069345668388	10.1101214158154
201905_s_at	5.61951627006089	5.78733729956633	5.76084597294055	5.54147391822594	5.30355131585094	6.01806584152826	5.78900572240072	5.1865682728148	6.114502290798	6.26663323094974	6.20878740347476	5.60188640851905	5.42925995080516	5.42166747256384	5.9803568824644	5.82680295089628	5.52700019096592	5.53292159580317	6.18566878124752	6.47545132038559	5.9790938049433	5.70538601792978	5.56883426467982
201928_at	7.80997245511951	7.33203767768155	7.51082162292124	7.19607372304948	7.44008230170199	7.64068039967326	7.16851626251815	7.44972130892598	7.7741456204941	7.59013789433834	7.49635089694813	7.83485445169099	7.45663309551659	7.58598327793147	7.6158874536597	7.5539535190686	7.64113097244467	7.65374896452009	7.54105638742917	7.4805020182312	7.11325262272161	7.56137611109757	7.53771060999154
201936_s_at	6.97269396198434	6.71779545858357	7.41104610231352	6.63189509826108	6.53090372507517	6.78595231453689	6.60101511450526	6.56374507595391	6.93058345674769	6.94256869977098	6.5472832912339	6.27553509186172	6.66192134410961	6.307502180985	6.94171252402239	6.47628114068237	6.76954979157451	6.69174477979066	6.71647441463622	6.48354012392037	6.83005497236394	7.06908050127701	6.77274184689668
201943_s_at	9.70864225601387	9.48784430129042	9.35628184697405	8.60156835629387	8.68916160039799	9.48011217043813	9.31706041326756	8.90571591973896	9.62122980350047	9.02476397534259	8.36421464551467	8.78512155375775	8.88507950819741	9.59415114034739	9.49286389239381	8.88024512382657	8.50772144695486	9.33805993954441	9.0311371834083	8.93318073154832	8.91707779722304	8.070945791976	8.5648621762281
